[2025-02-10 09:22:13] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-02-10 09:22:13] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, create_zip_archive, wrapup
[2025-02-10 09:22:13] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-02-10 09:22:14] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-02-10 09:22:14] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-02-10 09:22:14] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-02-10 09:22:14] [class-ss-setup-task.php:33] Creating archive directory: /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/
[2025-02-10 09:22:14] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/assignment/wordpress/
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js?simply_static_page=232
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js?simply_static_page=232
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 15347 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547dcf38-Gv1ea9.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:31cd1d49c8c1a67f149483b2f2800b2344e6a9a7===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/editor-preview-rtl.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547dd9dc-fdIMzH.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/editor-preview-rtl.css?simply_static_page=233
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/editor-preview-rtl.css?simply_static_page=233
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 145937 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/editor-preview-rtl.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547dd9dc-fdIMzH.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/editor-preview-rtl.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 3 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:dd9608fd54f80eb9e322d9e053bd5dd325a45894===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-alert.min.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547df22f-O8dE2K.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-alert.min.css?simply_static_page=234
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-alert.min.css?simply_static_page=234
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 1647 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/widget-alert.min.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547df22f-O8dE2K.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/widget-alert.min.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:6b3410afc49e7da15de6d38b192409f436f7c472===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/theme-light.min.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547dfd69-liOPSX.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/theme-light.min.css?simply_static_page=235
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/theme-light.min.css?simply_static_page=235
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 2261 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/theme-light.min.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547dfd69-liOPSX.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/theme-light.min.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:59d7be15baadf6c988ef03229cb886669c92299d===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/editor-preview.min.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547e09c2-EOXA1e.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/editor-preview.min.css?simply_static_page=236
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/editor-preview.min.css?simply_static_page=236
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 119239 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/editor-preview.min.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547e09c2-EOXA1e.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/editor-preview.min.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 3 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:504080502b7dd9c93c88b6b7e2b3941d6aa3ec72===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-tabs-rtl.min.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547e1d35-CtpiMl.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-tabs-rtl.min.css?simply_static_page=237
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-tabs-rtl.min.css?simply_static_page=237
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 4196 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/widget-tabs-rtl.min.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547e1d35-CtpiMl.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/widget-tabs-rtl.min.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:26f1963a78f3038c42b905e2cf8fb031024845bf===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547e2930-9mT3KO.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css?simply_static_page=238
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css?simply_static_page=238
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 301 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/widget-google_maps.min.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547e2930-9mT3KO.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:d51331239b618e05ec463077a6436903f17924e0===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-link-in-bio.min.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547e35be-K5AoDb.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-link-in-bio.min.css?simply_static_page=239
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-link-in-bio.min.css?simply_static_page=239
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 18047 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/widget-link-in-bio.min.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547e35be-K5AoDb.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/widget-link-in-bio.min.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:c37d22421ca032736c4ed5478866acd99dd62f39===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-2.min.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547e4228-PYXkml.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-2.min.css?simply_static_page=240
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-2.min.css?simply_static_page=240
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 861 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-2.min.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547e4228-PYXkml.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-2.min.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:adf4f877777bd988a72096d181f1f0593ea4b58d===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2-rtl.min.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547e546a-KvQJUB.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2-rtl.min.css?simply_static_page=241
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2-rtl.min.css?simply_static_page=241
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 5274 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2-rtl.min.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547e546a-KvQJUB.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2-rtl.min.css
